id,full_lyrics,emotion,label
32,"tanpa aku sadari. apa yang telah ku beri. tanpa aku mengerti. hingga kau lumpuhkan hati. takdirkah semua ini. akhir sesal dihati. tak bisa aku pergi. meski kau tak ku miliki. kupuja, kudamba. yang kurasa. ku tahu aku yang kedua. mungkin kah ku yang utama. ku tahu kau pun mencinta. ku dan dia. takdirkah semua ini. akhir sesal dihati. tak bisa aku pergi. meski kau tak ku miliki. ku tahu aku yang kedua. mungkin kah ku yang utama. ku tahu kau pun mencinta. ku dan dia. ku tahu aku yang kedua. mungkin kah ku yang utama. ku tahu kau pun mencinta. ku dan dia.",sedih,1
33,laut rembang terpukau. dirindukan sang danau. terpisahkan oleh daratan. dipersatukan sang hujan. melupa 'tuk mengingat. bahwa hasratnya tersirat. dirasa di ujung dunia. di saat pagi belia. kita telah menjelma. menjadi insan duka. bilur jadi saksinya. meretas dalam suka. dan kita bertahan dalam sebuah kekhilafan. mengingkari nyata dipisahkan tuan. siapakah kita? tiada perlu diartikan. karena dalam diam saling merasakan. jika nanti telah usai. melepas beban muram. tersisa luka yang memburai. sebisa 'kan kuredam. dan kita bertahan dalam sebuah kekhilafan. mengingkari nyata dipisahkan tuan. siapakah kita? tiada perlu diartikan. karena dalam diam saling merasakan.,sedih,1
34,"oh my god. berawal dari tatap mata. tak sengaja berpaut. ragu yang kurasa bukan cinta. tapi merebak jua. tatap semakin lekat. dia kini mendekat. oh my god. dia melangkah perlahan. semakin dekat. kian rapat. dari mata turun ke hati. bisa cinta, bisa benci. salah satunya kurasakan kini. yang mana belum pasti. tatap semakin lekat. dia kini mendekat. oh my god. dia melangkah perlahan. semakin dekat. kian rapat. ada yang melayang tapi bukan tangan. ada yang mendarat tapi bukan pesawat. semua begitu cepat. sungguh aku tak siap. ada yang terasa hangat tapi bukan peluk. ada yang mengalir tapi bukan kasih. semua begitu cepat. sungguh aku tak siap. bagilah cinta yang banyak. maka benar kau manusia kuat. pabila kau bagi. pasti kan ku balas sayang. tapi mengapa kau bagi padaku tinju?",takut,3
35,disaat kau berjalan dimuka rumahku. penuh gaya. tersita pandanganku hingga kuterpesona. siapakah dirimu hatipun ingin tahu segera. dimanakah rumahmu siapakah namamu. sebutkanlah. kuingin berkenalan terbawa dalam mimpi. diriku dimabuk asmara. hati yang berbunga. pada pandangan pertama. oh tuhan tolonglah. aku cinta aku cinta dia. disaat kau berjalan. di muka rumahku. penuh gaya. tersita pandanganku. hinggaku terpesona. gayamu dan wajahmu. terbawa dalam mimpi. diriku. dimabuk asmaraaaa. hati yang berbunga. pada pandangan pertama. oh tuhan tolonglah. aku cinta . aku cinta dia. hati yang berbunga. pada pandangan pertama. oh tuhan tolonglah. aku cinta. aku cinta dia. hati yang berbunga. pada landangan pertama. oh tuhan tolonglah. aku cinta. aku cinta dia. hati yang berbunga. pada pandangan pertama. oh tuhan tolonglah. aku cinta. aku cinta dia. hati yang berbunga. pada pandangan pertama. oh tuhan tolonglah. aku cinta. aku cinta dia. hati yang berbunga. pada pandangan pertama. oh tuhan tolonglah. aku cinta. aku cinta dia fade out,bahagia,0
36,"beragam warna. ku mulai dari do berpindah ke re. berlanjut ke mi kembali pada. ku mulai dari mi berpindah ke fa. berlanjut ke sol kembali pada. ku mulai dari sol berpindah ke la. berlanjut ke si kembali pada. lihat kawan indahnya berbeda. beragam warna dan suara. dunia tak akan nampak indah. jika hanya ada kamu tanpa mereka. suaraku rendah sedikit berat. bukan cerminan hidup yang berat. suaraku mendesah bukannya pasrah. kadang membuat dengar resah. suaraku tinggi bukan sok tinggi. tapi gimana memang begini. lihat kawan indahnya berbeda. beragam warna dan suara. dunia tak akan nampak indah. jika hanya ada kamu tanpa mereka. meski berbeda namun indah ketika kita jalan bersama. perbedaan adalah kekayaan untuk kita semua. meski berbeda namun indah ketika kita jalan bersama. perbedaan adalah kekayaan untuk kita semua. merah, jingga, kuning, hijau, biru, nila, ungu kita satu. pelangi pelangi alangkah bosannya. andai hanya satu warna. di mana indahnya?",bahagia,0
37,tuliskan kesedihan. semua tidak bisa kau ungkapkan. dan kita kan bicara dengan hatiku. buang semua puisi. antara kita berdua. kau bunuh dia sesuatu. yang kusebut itu cinta. yakinkan aku tuhan. dia bukan milikku. biarkan waktu waktu. hapus aku. sadarkan aku tuhan. dia bukan milikku. biarkan waktu waktu. hapus aku. tuliskan kesedihan. semua tidak bisa kau hentikan. dan kita kan bicara dengar jiwaku. buang semua puisi. antara kita berdua. kau bunuh dia sesuatu. yang kusebut itu cinta. yakinkan aku tuhan. dia bukan milikku. biarkan waktu waktu. hapus aku. sadarkan aku tuhan. dia bukan milikku. biarkan waktu waktu. hapus aku. yakinkan aku tuhan. dia bukan milikku. biarkan waktu waktu. hapus aku. sadarkan aku tuhan. dia bukan milikku. biarkan waktu waktu. hapus aku. oh oh oh,sedih,1
38,kau dan aku tercipta oleh waktu. hanya untuk saling mencintai. mungkin kita ditakdirkan bersama. rajut kasih jalin cinta. berada dipelukanmu. mengajarkanku apa artinya kenyamanan. kesempurnaan cinta. berdua bersamamu. mengajarkanku apa artinya kenyamanan. kesempurnaan cinta. kau dan aku tercipta oleh waktu. hanya untuk saling mencintai. mungkin kita ditakdirkan bersama. merajut kasih menjalin cinta. berada dipelukanmu. mengajarkanku apa artinya kenyamanan. kesempurnaan cinta. berdua bersamamu. mengajarkanku apa artinya kenyamanan. kesempurnaan cinta. tidak pernah terbayangkan olehku. bila kau tinggalkan aku. hancurlah hatiku musnah harapanku sayang. berada dipelukanmu. mengajarkanku apa artinya kenyamanan. kesempurnaan cinta. berdua bersamamu. mengajarkanku apa artinya kenyamanan. kesempurnaan cinta,bahagia,0
39,friday aku jatuh hati. peluang datang baru pagi ini. friday kebawa emosi. dan ini untuk ke-3 kali. friday was a sad sad day. friday was a bad bad day. friday was a sad bad day. friday dini hari. i'm falling in love. friday aku sendiri. di pantai yang sunyi sepi ini. friday aku sumpek lagi. mimpi yang kubayang nggak juga terjadi. friday. i'm falling in love. friday shit! !,sedih,1
40,maafkan aku tidak bisa memahami maksud amarahmu . membaca dan mengerti isi hatimu ampuni aku yang telah memasuki kehidupan kalian . mencoba mencari celah dalam hatimu. aku tau aku takkan bisa menjadi sihperti yang engkau meminta . namun selama nafas berhembus aku kan mencoba menjadi sihperti yang kau meminta. ampuni aku yang telah memasuki kehidupan kalian. mencoba mencari celah dalam hatimu. aku tau aku takkan bisa menjadi sihperti yang engkau meminta. namun selama nafas berhembus aku kan mencoba. aku tau dia yang bisa menjadi sihperti yang engkau meminta. namun selama aku bernyawa aku kan mencoba menjadi sihperti yang kau meminta. aku tau aku takkan bisa menjadi sihperti yang engkau meminta. namun selama nafas berhembus aku kan mencoba. aku tau dia yang bisa menjadi sihperti yang engkau meminta. namun selama aku bernyawa aku kan mencoba menjadi sihperti yang kau meminta. seperti yang kau meminta aku kan mencoba menjadi sihperti yang kau meminta,sedih,1
41,"mata pernah melihat. telinga pernah mendengar. badan pernah merasa. terekam jelas, seakan terjadi baru saja, hm-mm. siapakah yang salah? siapa yang tanggung jawab? waktu terus berjalan. terasa salah karena ada yang belum selesai, oh-oh-oh. aku sudah tak marah. walau masih teringat. semua yang terjadi kemarin. jadikanku yang hari ini. aku sudah tak benci. walau nyatanya merugi. terdengar tidaknya kata maaf. dada lapang terima semua. akan ada masa depan. bagi semua yang bertahan. duniaku pernah hancur. rangkai lagi satu-satu. tak semua 'kan paham. hm, dan tak semua katakan. maaf, semua harus terjadi . kini kau tak sendiri lagi . aku akan coba pahami, oh-oh. aku sudah tak marah. walau masih teringat. semua yang terjadi kemarin. jadikanku yang hari ini. aku sudah tak benci. walau nyatanya merugi. terdengar tidaknya kata maaf. dada lapang terima semua. akan ada . masa depan . bagi semua yang bertahan. duniaku pernah hancur. rangkai lagi satu-satu. akan ada . masa depan . bagi semua yang bertahan. duniaku pernah hancur. rangkai lagi satu-satu, ho-oh. akan ada masa depan. rangkai lagi satu-satu, hu-uh. rangkai lagi satu-satu. rangkai lagi satu-satu.",bahagia,0
42,"satu sendok teh pengharapan hal-hal baik. kau minum setiap pagi, berharap harimu cantik. jakarta kadang setuju, rejeki anak baik. seringkali menolak, siasati dengan cerdik. mimpi-mimpimu yang tumbang menopang bendera. persilakan yang datang tuk pertaruhkan jiwa. semoga tak patah hati, waras aman sentosa. semoga tak disalahkan macam narapidana. daratan turun, juga niatmu bertahan. air laut naik, pun niatmu pamitan. ujung dunia mengerti ia penuh cobaan. jika sekarang waktunya maka. selamat jalan, selamat jalan. selamat jalan, selamat jalan. selamat jalan, selamat jalan. selamat jalan, selamat jalan. daratan turun, juga niatmu bertahan. air laut naik, pun niatmu pamitan. ujung dunia mengerti ia penuh cobaan. jika sekarang waktunya maka. selamat jalan, selamat jalan. selamat jalan, selamat jalan. selamat jalan, selamat jalan. selamat jalan, selamat jalan. tidak ada salju di kota ini. tidak akan maju jika serba anti. selamat jalan, selamat bertahan. selamat jalan, seakan tak ada esok hari. tuk menebus hari ini. selamat jalan, selamat jalan . selamat jalan, selamat jalan. selamat jalan, selamat jalan . selamat jalan, selamat jalan. selamat jalan, selamat jalan . selamat jalan, selamat jalan . selamat jalan, selamat jalan. selamat jalan.",sedih,1
43,ratapan mu mengiringi. kepergian kali ini. sungguh aku benci tinggalkan. tempat kita rajut mimpi. bersabarlah sejenak. kita hanya berjarak. namun bukan berpisah. bentangan kilometer. untuk mu kan aku tempuh. engkau adalah rumah. tempat yang paling indah. di pelukan mu sayang. aku akan pulang. sekantong rindu bekal ku. menemani perjalanan. di kejauhan masihkah. aku hiasi benak mu. jika lelah ingat lah. kita hanya berjarak. namun bukan berpisah. bentangan kilometer. untuk mu kan aku tempuh. engkau adalah rumah. tempat yang paling indah. di pelukan mu sayang. aku akan pulang. jari aku kan pulang pada genggaman mu. bibir aku kan pulang pada kening mu. tubuh aku kan pulang pada dekapan mu. sejauh apa pun kita hati aku di sebelah mu. jari aku kan pulang pada genggaman mu. bibir aku kan pulang pada kening mu. tubuh aku kan pulang pada dekapan mu. sejauh apa pun kita hati aku tertinggal di sebelahmu,bahagia,0
44,. jadi hidup telah memilih. menurunkan aku ke bumi. hari berganti dan berganti. aku diam tidak memahami. mengapa hidup begitu sepi . apakah hidup seperti ini . mengapa aku selalu sendiri . apakah hidupku tidak berarti . coba bertanya pada manusia. tidak ada jawabnya. aku bertanya pada langit tua. langit tidak mendengar. coba bertanya pada manusia. tidak ada jawabnya. aku bertanya pada langit tua. langit tidak mendengar. coba bertanya pada manusia. tidak ada jawabnya. aku bertanya pada langit tua. langit tidak mendengar,sedih,1
45,aku takkan pernah berhenti. akan terus memahami. masih terus berpikir. bila harus memaksa. atau berdarah untukmu. apa pun itu asal kau mencoba menerimaku. dan kamu hanya perlu terima. dan tidak harus memahami. dan tidak harus berpikir. hanya perlu mengerti. aku bernafas untukmu. jadi tetaplah di sini dan mulai menerimaku oh. cobalah mengerti. semua ini mencari arti. selamanya takkan berhenti. inginkan rasakan. rindu ini menjadi satu. biar waktu yang memisahkan. oh oh oh oh. oh oh oh oh. oh oh oh oh. cobalah mengerti. semua ini mencari arti. selamanya takkan berhenti. inginkan rasakan. rindu ini menjadi satu. biar waktu yang memisahkan. cobalah mengerti. semua ini mencari arti. selamanya takkan berhenti. inginkan rasakan. rindu ini menjadi satu. biar waktu yang memisahkan,bahagia,0
46,senja kini berganti malam. menutup hari yang lelah. dimanakah engkau berada. aku tidak tahu dimana. pernah kita lalui semua. jerit tangis canda tawa. kini hanya untaian kata. hanya itulah yang aku punya. tidurlah selamat malam. lupakan sajalah aku. mimpilah dalam tidurmu. bersama bintang. sesungguhnya aku tidak bisa. jalani waktu tanpamu. perpisahan bukanlah duka. meski harus menyisakan luka. tidurlah selamat malam. lupakan sajalah aku. mimpilah dalam tidurmu. bersama bintang. tidurlah selamat malam. lupakan sajalah aku. mimpilah dalam tidurmu. bersama bintang. lupakan diriku. lupakan aku. mimpilah dalam tidurmu. bersama bintang. oh,sedih,1
47,"oh jelas aku tahu, bunga akan layu. rumput kian mengering, daun kan menguning. kau tahu menurutku waktu adalah. kutukan, ancaman, bualan. dan satu per satu orang sekitarku. mulai ditinggalkan, oh ini peringatan. untukku, o tuan, wahai kematian. ku tak bisa melawan jamah perhentian. berjanji kuikhlaskan dengan rela. namun jangan hari ini. melihatmu masuk ke dalam ruang operasi. berdoa semalam suntuk di kamar yang hening. tanpa metafora dan analogi. kiasan berbelit diksi, tanpa berbungkus fiksi. aku takut. untuknya, o tuan, wahai kematian. ku tak bisa melawan jamah perhentian. berjanji kuikhlaskan dengan rela. namun jangan hari ini. kurelakan, o tuan. kurelakan, namun jangan hari ini. kurelakan, o tuan. kurelakan, namun jangan hari ini. kurelakan, o tuan. kurelakan, namun jangan hari ini. namun jangan hari ini.",takut,3
48,"sikon toleransi diri. sikon toleransi sosial. sikon toleransi diri. sikon toleransi kondisi situasi. kondisi situasi. yang selalu menghantui. yang merah yang kuning. yang hijau yang biru. yang warna-warni. kondisi situasi. yang pasti mengikuti. dari atas dari bawah. dari samping saling balas. yang tengah yang kalah. sikon toleransi diri. sikon toleransi sosial. sikon toleransi diri. sikon toleransi kondisi situasi. kondisi situasi. yang terus menghantui. kondisi situasi. yang sering mengintai. di kiri, di kanan. di depan, di belakang. di kiri, di kanan. di depan, di belakang. kondisi situasi. sikon toleransi diri. sikon toleransi sok, sok, sosial. sikon toleransi diri. sikon toleransi kondisi situasi. sikon toleransi diri. sikon toleransi.",takut,3
49,hey ya itu sih not the end. itu sih just the beginning yow okay. detak detik tirai mulai menutup panggung. tanda skenario eyo baru harus diusung. lembaran kertas barupun terbuka. tinggalkan yang lama biarkan sang pena berlaga uh huh . kita pernah sebut itu kenangan tempo dulu. pernah juga hilang atau takkan pernah berlalu. masa jaya putih biru atau abu abu. memori cerita cinta aku dia dan kamu. saat dia dia dia masuki alam pikiran. ilmu bumi dan sekitarnya jadi kudapan. cinta masa sekolah yang pernah terjadi. that was the moment a part of sweet memory. kita membumi melangkah berdua. kita ciptakan hangat sebuah cerita. mulai dewasa cemburu dan bunga. finally now itu sih our time tapi memakai a history. bergegaslah kawan untuk sambut masa depan. tetap berpegang tangan saling berpelukan. berikan senyuman untuk sebuah perpisahan. kenanglah sahabat kita untuk selamanya. satu alasan kenapa kau kurekam dalam memori. satu cerita teringat di dalam hati. karena kau berharga dalam hidupku teman. untuk satu pijakan menuju masa depan. saat duka bersama tawa bersama. berpacu dalam prestasi huh hal yang biasa. satu persatu memori terekam. di dalam api semangat yang tidak mudah padam. kuyakin kau pasti sama dengan diriku. pernah berharap agar waktu ini tidak berlalu. kawan kau tahu kawan kau tahu kan . beri pupuk terbaik untuk bunga yang kau simpan. bergegaslah kawan untuk sambut masa depan. tetap berpegang tangan saling berpelukan. berikan senyuman untuk sebuah perpisahan. kenanglah sahabat kita untuk selamanya yea yeah. bergegaslah kawan untuk sambut masa depan. tetap berpegang tangan dan saling berpelukan. berikan senyuman untuk sebuah perpisahan. kenanglah sahabat yeah. bergegaslah kawan untuk sambut masa depan. tetap berpegang tangan saling berpelukan. berikan senyuman untuk sebuah perpisahan. kenanglah sahabat kita untuk selamanya. kita untuk selamanya. berikan senyuman untuk sebuah perpisahan oh. kenanglah sahabat kita untuk selamanya yeah. oh yeah kita untuk selamanya,bahagia,0
50,"bagaikan api ku terus membara. bagaikan badai ku terus melanda. siang dan malam ia tiada berbeda. aku sang kelana. jejak sepatu boots ku merajalela. retakkan hati dan hancurkan jiwa. para lelaki dan perempuannya. mereka tak berdaya. televisi menyala. kabarkan dosa dan bencana yang bangga kuciptakan. radio pun bergema. apakah aku sang penjahat. ataukah hanya pelawan jaman. ataukah aku? tiada yang abadi, meski ia tak mati. tapi untuk ini, aku berbeda. aku 'kan abadi, lekat di prasasti. aku bukan aku, aku persepsi. bagaikan api ku terus membara. bagaikan badai ku terus melanda. siang dan malam ia tiada berbeda. akulah sang kelana. jejak sepatu boots ku merajalela. retakkan hati dan hancurkan jiwa. para lelaki dan perempuannya. mereka tak berdaya. televisi menyala. kabarkan dosa dan bencana yang bangga kuciptakan. radio pun bergema. apakah aku sang penjahat. ataukah hanya pelawan jaman. ataukah aku? tiada yang abadi, meski ia tak mati. tapi untuk ini, aku berbeda. aku kan abadi, lekat di prasasti. aku bukan aku, aku persepsi. aku persepsi. aku persepsi.",marah,2
